key,region,process_res,process_ely,process_deriv,process_flh,value,source
"ARE,WIND-OFF,PEM-EL,,H2-LIQ",ARE,WIND-OFF,PEM-EL,,H2-LIQ,3770.152543610456,öko
"ARE,WIND-OFF,PEM-EL,,H2-RGAS",ARE,WIND-OFF,PEM-EL,,H2-RGAS,7008.0,öko
"ARE,WIND-OFF,PEM-EL,,PEM-EL",ARE,WIND-OFF,PEM-EL,,PEM-EL,3541.5673985049957,PTX Atlas
"ARE,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHREC",ARE,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARE,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHSYN",ARE,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHSYN,4794.964749217458,PTX Atlas
"ARE,WIND-OFF,PEM-EL,CH3OHSYN,PEM-EL",ARE,WIND-OFF,PEM-EL,CH3OHSYN,PEM-EL,3949.58470204362,PTX Atlas
"ARE,WIND-OFF,PEM-EL,CH4SYN,ATR",ARE,WIND-OFF,PEM-EL,CH4SYN,ATR,7008.0,
"ARE,WIND-OFF,PEM-EL,CH4SYN,CH4-LIQ",ARE,WIND-OFF,PEM-EL,CH4SYN,CH4-LIQ,4778.199642866068,PTX Atlas
"ARE,WIND-OFF,PEM-EL,CH4SYN,CH4-RGAS",ARE,WIND-OFF,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARE,WIND-OFF,PEM-EL,CH4SYN,CH4SYN",ARE,WIND-OFF,PEM-EL,CH4SYN,CH4SYN,4778.199642866068,PTX Atlas
"ARE,WIND-OFF,PEM-EL,CH4SYN,PEM-EL",ARE,WIND-OFF,PEM-EL,CH4SYN,PEM-EL,3857.959828799967,PTX Atlas
"ARE,WIND-OFF,PEM-EL,DRI,DRI",ARE,WIND-OFF,PEM-EL,DRI,DRI,7008.0,öko
"ARE,WIND-OFF,PEM-EL,DRI,PEM-EL",ARE,WIND-OFF,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"ARE,WIND-OFF,PEM-EL,EFUELSYN,EFUELSYN",ARE,WIND-OFF,PEM-EL,EFUELSYN,EFUELSYN,4755.775643513719,PTX Atlas
"ARE,WIND-OFF,PEM-EL,EFUELSYN,PEM-EL",ARE,WIND-OFF,PEM-EL,EFUELSYN,PEM-EL,3920.7366951082663,PTX Atlas
"ARE,WIND-OFF,PEM-EL,LOHC-CON,LOHC-CON",ARE,WIND-OFF,PEM-EL,LOHC-CON,LOHC-CON,3541.5673985049957,PTX Atlas
"ARE,WIND-OFF,PEM-EL,LOHC-CON,LOHC-REC",ARE,WIND-OFF,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARE,WIND-OFF,PEM-EL,LOHC-CON,PEM-EL",ARE,WIND-OFF,PEM-EL,LOHC-CON,PEM-EL,3541.5673985049957,PTX Atlas
"ARE,WIND-OFF,PEM-EL,NH3SYN,NH3-REC",ARE,WIND-OFF,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ARE,WIND-OFF,PEM-EL,NH3SYN,NH3SYN",ARE,WIND-OFF,PEM-EL,NH3SYN,NH3SYN,4053.5491903906186,PTX Atlas
"ARE,WIND-OFF,PEM-EL,NH3SYN,PEM-EL",ARE,WIND-OFF,PEM-EL,NH3SYN,PEM-EL,3794.9433607095825,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,,H2-COMP",ARE,WIND-OFF,SOEC-EL,,H2-COMP,7008.0,
"ARE,WIND-OFF,SOEC-EL,,H2-LIQ",ARE,WIND-OFF,SOEC-EL,,H2-LIQ,3707.5273095371567,öko
"ARE,WIND-OFF,SOEC-EL,,H2-RGAS",ARE,WIND-OFF,SOEC-EL,,H2-RGAS,7008.0,öko
"ARE,WIND-OFF,SOEC-EL,,SOEC-EL",ARE,WIND-OFF,SOEC-EL,,SOEC-EL,3487.157806279338,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHREC",ARE,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARE,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHSYN",ARE,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHSYN,4143.30290842121,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,CH3OHSYN,SOEC-EL",ARE,WIND-OFF,SOEC-EL,CH3OHSYN,SOEC-EL,4143.30290842121,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,CH4SYN,ATR",ARE,WIND-OFF,SOEC-EL,CH4SYN,ATR,7008.0,
"ARE,WIND-OFF,SOEC-EL,CH4SYN,CH4-LIQ",ARE,WIND-OFF,SOEC-EL,CH4SYN,CH4-LIQ,4141.117224567637,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,CH4SYN,CH4-RGAS",ARE,WIND-OFF,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARE,WIND-OFF,SOEC-EL,CH4SYN,CH4SYN",ARE,WIND-OFF,SOEC-EL,CH4SYN,CH4SYN,4141.117224567637,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,CH4SYN,SOEC-EL",ARE,WIND-OFF,SOEC-EL,CH4SYN,SOEC-EL,4141.117224567637,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,DRI,DRI",ARE,WIND-OFF,SOEC-EL,DRI,DRI,7008.0,öko
"ARE,WIND-OFF,SOEC-EL,DRI,SOEC-EL",ARE,WIND-OFF,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,EFUELSYN,EFUELSYN",ARE,WIND-OFF,SOEC-EL,EFUELSYN,EFUELSYN,4153.652410990955,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,EFUELSYN,SOEC-EL",ARE,WIND-OFF,SOEC-EL,EFUELSYN,SOEC-EL,4153.652410990955,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-CON",ARE,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-CON,3487.157806279338,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-REC",ARE,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARE,WIND-OFF,SOEC-EL,LOHC-CON,SOEC-EL",ARE,WIND-OFF,SOEC-EL,LOHC-CON,SOEC-EL,3487.157806279338,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,NH3SYN,NH3-REC",ARE,WIND-OFF,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ARE,WIND-OFF,SOEC-EL,NH3SYN,NH3SYN",ARE,WIND-OFF,SOEC-EL,NH3SYN,NH3SYN,3833.955610982908,PTX Atlas
"ARE,WIND-OFF,SOEC-EL,NH3SYN,SOEC-EL",ARE,WIND-OFF,SOEC-EL,NH3SYN,SOEC-EL,3833.955610982908,PTX Atlas
"ARE,WIND-ON,AEL-EL,,AEL-EL",ARE,WIND-ON,AEL-EL,,AEL-EL,2840.1213183071127,PTX Atlas
"ARE,WIND-ON,AEL-EL,,H2-COMP",ARE,WIND-ON,AEL-EL,,H2-COMP,7008.0,
"ARE,WIND-ON,AEL-EL,,H2-LIQ",ARE,WIND-ON,AEL-EL,,H2-LIQ,3081.613116776978,öko
"ARE,WIND-ON,AEL-EL,,H2-RGAS",ARE,WIND-ON,AEL-EL,,H2-RGAS,7008.0,öko
"ARE,WIND-ON,AEL-EL,CH3OHSYN,AEL-EL",ARE,WIND-ON,AEL-EL,CH3OHSYN,AEL-EL,3249.5452362917854,PTX Atlas
"ARE,WIND-ON,AEL-EL,CH3OHSYN,CH3OHREC",ARE,WIND-ON,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARE,WIND-ON,AEL-EL,CH3OHSYN,CH3OHSYN",ARE,WIND-ON,AEL-EL,CH3OHSYN,CH3OHSYN,4317.742889768581,PTX Atlas
"ARE,WIND-ON,AEL-EL,CH4SYN,AEL-EL",ARE,WIND-ON,AEL-EL,CH4SYN,AEL-EL,3156.3167199341124,PTX Atlas
"ARE,WIND-ON,AEL-EL,CH4SYN,ATR",ARE,WIND-ON,AEL-EL,CH4SYN,ATR,7008.0,
"ARE,WIND-ON,AEL-EL,CH4SYN,CH4-LIQ",ARE,WIND-ON,AEL-EL,CH4SYN,CH4-LIQ,4294.1165275479,PTX Atlas
"ARE,WIND-ON,AEL-EL,CH4SYN,CH4-RGAS",ARE,WIND-ON,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARE,WIND-ON,AEL-EL,CH4SYN,CH4SYN",ARE,WIND-ON,AEL-EL,CH4SYN,CH4SYN,4294.1165275479,PTX Atlas
"ARE,WIND-ON,AEL-EL,DRI,AEL-EL",ARE,WIND-ON,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"ARE,WIND-ON,AEL-EL,DRI,DRI",ARE,WIND-ON,AEL-EL,DRI,DRI,7008.0,öko
"ARE,WIND-ON,AEL-EL,EFUELSYN,AEL-EL",ARE,WIND-ON,AEL-EL,EFUELSYN,AEL-EL,3221.8491221008876,PTX Atlas
"ARE,WIND-ON,AEL-EL,EFUELSYN,EFUELSYN",ARE,WIND-ON,AEL-EL,EFUELSYN,EFUELSYN,4274.9355526459185,PTX Atlas
"ARE,WIND-ON,AEL-EL,LOHC-CON,AEL-EL",ARE,WIND-ON,AEL-EL,LOHC-CON,AEL-EL,2840.1213183071127,PTX Atlas
"ARE,WIND-ON,AEL-EL,LOHC-CON,LOHC-CON",ARE,WIND-ON,AEL-EL,LOHC-CON,LOHC-CON,2840.1213183071127,PTX Atlas
"ARE,WIND-ON,AEL-EL,LOHC-CON,LOHC-REC",ARE,WIND-ON,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARE,WIND-ON,AEL-EL,NH3SYN,AEL-EL",ARE,WIND-ON,AEL-EL,NH3SYN,AEL-EL,3115.671282578711,PTX Atlas
"ARE,WIND-ON,AEL-EL,NH3SYN,NH3-REC",ARE,WIND-ON,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ARE,WIND-ON,AEL-EL,NH3SYN,NH3SYN",ARE,WIND-ON,AEL-EL,NH3SYN,NH3SYN,3451.399743964807,PTX Atlas
"ARE,WIND-ON,PEM-EL,,H2-COMP",ARE,WIND-ON,PEM-EL,,H2-COMP,7008.0,
"ARE,WIND-ON,PEM-EL,,H2-LIQ",ARE,WIND-ON,PEM-EL,,H2-LIQ,3081.613116776978,öko
"ARE,WIND-ON,PEM-EL,,H2-RGAS",ARE,WIND-ON,PEM-EL,,H2-RGAS,7008.0,öko
"ARE,WIND-ON,PEM-EL,,PEM-EL",ARE,WIND-ON,PEM-EL,,PEM-EL,2840.1213183071127,PTX Atlas
"ARE,WIND-ON,PEM-EL,CH3OHSYN,CH3OHREC",ARE,WIND-ON,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARE,WIND-ON,PEM-EL,CH3OHSYN,CH3OHSYN",ARE,WIND-ON,PEM-EL,CH3OHSYN,CH3OHSYN,4317.742889768581,PTX Atlas
"ARE,WIND-ON,PEM-EL,CH3OHSYN,PEM-EL",ARE,WIND-ON,PEM-EL,CH3OHSYN,PEM-EL,3249.5452362917854,PTX Atlas
"ARE,WIND-ON,PEM-EL,CH4SYN,ATR",ARE,WIND-ON,PEM-EL,CH4SYN,ATR,7008.0,
"ARE,WIND-ON,PEM-EL,CH4SYN,CH4-LIQ",ARE,WIND-ON,PEM-EL,CH4SYN,CH4-LIQ,4294.1165275479,PTX Atlas
"ARE,WIND-ON,PEM-EL,CH4SYN,CH4-RGAS",ARE,WIND-ON,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARE,WIND-ON,PEM-EL,CH4SYN,CH4SYN",ARE,WIND-ON,PEM-EL,CH4SYN,CH4SYN,4294.1165275479,PTX Atlas
"ARE,WIND-ON,PEM-EL,CH4SYN,PEM-EL",ARE,WIND-ON,PEM-EL,CH4SYN,PEM-EL,3156.3167199341124,PTX Atlas
"ARE,WIND-ON,PEM-EL,DRI,DRI",ARE,WIND-ON,PEM-EL,DRI,DRI,7008.0,öko
"ARE,WIND-ON,PEM-EL,DRI,PEM-EL",ARE,WIND-ON,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"ARE,WIND-ON,PEM-EL,EFUELSYN,EFUELSYN",ARE,WIND-ON,PEM-EL,EFUELSYN,EFUELSYN,4274.9355526459185,PTX Atlas
"ARE,WIND-ON,PEM-EL,EFUELSYN,PEM-EL",ARE,WIND-ON,PEM-EL,EFUELSYN,PEM-EL,3221.8491221008876,PTX Atlas
"ARE,WIND-ON,PEM-EL,LOHC-CON,LOHC-CON",ARE,WIND-ON,PEM-EL,LOHC-CON,LOHC-CON,2840.1213183071127,PTX Atlas
"ARE,WIND-ON,PEM-EL,LOHC-CON,LOHC-REC",ARE,WIND-ON,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARE,WIND-ON,PEM-EL,LOHC-CON,PEM-EL",ARE,WIND-ON,PEM-EL,LOHC-CON,PEM-EL,2840.1213183071127,PTX Atlas
"ARE,WIND-ON,PEM-EL,NH3SYN,NH3-REC",ARE,WIND-ON,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ARE,WIND-ON,PEM-EL,NH3SYN,NH3SYN",ARE,WIND-ON,PEM-EL,NH3SYN,NH3SYN,3451.399743964807,PTX Atlas
"ARE,WIND-ON,PEM-EL,NH3SYN,PEM-EL",ARE,WIND-ON,PEM-EL,NH3SYN,PEM-EL,3115.671282578711,PTX Atlas
"ARE,WIND-ON,SOEC-EL,,H2-COMP",ARE,WIND-ON,SOEC-EL,,H2-COMP,7008.0,
"ARE,WIND-ON,SOEC-EL,,H2-LIQ",ARE,WIND-ON,SOEC-EL,,H2-LIQ,3011.7012002928977,öko
"ARE,WIND-ON,SOEC-EL,,H2-RGAS",ARE,WIND-ON,SOEC-EL,,H2-RGAS,7008.0,öko
"ARE,WIND-ON,SOEC-EL,,SOEC-EL",ARE,WIND-ON,SOEC-EL,,SOEC-EL,2778.7845876153465,PTX Atlas
"ARE,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHREC",ARE,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARE,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHSYN",ARE,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHSYN,3487.849414039249,PTX Atlas
"ARE,WIND-ON,SOEC-EL,CH3OHSYN,SOEC-EL",ARE,WIND-ON,SOEC-EL,CH3OHSYN,SOEC-EL,3487.849414039249,PTX Atlas
"ARE,WIND-ON,SOEC-EL,CH4SYN,ATR",ARE,WIND-ON,SOEC-EL,CH4SYN,ATR,7008.0,
"ARE,WIND-ON,SOEC-EL,CH4SYN,CH4-LIQ",ARE,WIND-ON,SOEC-EL,CH4SYN,CH4-LIQ,3485.9003267038497,PTX Atlas
"ARE,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS",ARE,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARE,WIND-ON,SOEC-EL,CH4SYN,CH4SYN",ARE,WIND-ON,SOEC-EL,CH4SYN,CH4SYN,3485.9003267038497,PTX Atlas
"ARE,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL",ARE,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL,3485.9003267038497,PTX Atlas
"ARE,WIND-ON,SOEC-EL,DRI,DRI",ARE,WIND-ON,SOEC-EL,DRI,DRI,7008.0,öko
"ARE,WIND-ON,SOEC-EL,DRI,SOEC-EL",ARE,WIND-ON,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"ARE,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN",ARE,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN,3498.7738212791132,PTX Atlas
"ARE,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL",ARE,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL,3498.7738212791132,PTX Atlas
"ARE,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON",ARE,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON,2778.7845876153465,PTX Atlas
"ARE,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC",ARE,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARE,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL",ARE,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL,2778.7845876153465,PTX Atlas
"ARE,WIND-ON,SOEC-EL,NH3SYN,NH3-REC",ARE,WIND-ON,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ARE,WIND-ON,SOEC-EL,NH3SYN,NH3SYN",ARE,WIND-ON,SOEC-EL,NH3SYN,NH3SYN,3166.3191280165165,PTX Atlas
"ARE,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL",ARE,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL,3166.3191280165165,PTX Atlas
"ARG,PV-FIX,AEL-EL,,AEL-EL",ARG,PV-FIX,AEL-EL,,AEL-EL,2678.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,,H2-COMP",ARG,PV-FIX,AEL-EL,,H2-COMP,7008.0,
"ARG,PV-FIX,AEL-EL,,H2-LIQ",ARG,PV-FIX,AEL-EL,,H2-LIQ,2729.0,öko
"ARG,PV-FIX,AEL-EL,,H2-RGAS",ARG,PV-FIX,AEL-EL,,H2-RGAS,7008.0,öko
"ARG,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL",ARG,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL,2794.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC",ARG,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN",ARG,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN,7047.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,CH4SYN,AEL-EL",ARG,PV-FIX,AEL-EL,CH4SYN,AEL-EL,2765.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,CH4SYN,ATR",ARG,PV-FIX,AEL-EL,CH4SYN,ATR,7008.0,
"ARG,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ",ARG,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ,7053.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS",ARG,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG,PV-FIX,AEL-EL,CH4SYN,CH4SYN",ARG,PV-FIX,AEL-EL,CH4SYN,CH4SYN,7053.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,DRI,AEL-EL",ARG,PV-FIX,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,DRI,DRI",ARG,PV-FIX,AEL-EL,DRI,DRI,7008.0,öko
"ARG,PV-FIX,AEL-EL,EFUELSYN,AEL-EL",ARG,PV-FIX,AEL-EL,EFUELSYN,AEL-EL,2775.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN",ARG,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN,7040.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,LOHC-CON,AEL-EL",ARG,PV-FIX,AEL-EL,LOHC-CON,AEL-EL,2678.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON",ARG,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON,2678.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC",ARG,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG,PV-FIX,AEL-EL,NH3SYN,AEL-EL",ARG,PV-FIX,AEL-EL,NH3SYN,AEL-EL,2692.0,PTX Atlas
"ARG,PV-FIX,AEL-EL,NH3SYN,NH3-REC",ARG,PV-FIX,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG,PV-FIX,AEL-EL,NH3SYN,NH3SYN",ARG,PV-FIX,AEL-EL,NH3SYN,NH3SYN,6927.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,,H2-COMP",ARG,PV-FIX,PEM-EL,,H2-COMP,7008.0,
"ARG,PV-FIX,PEM-EL,,H2-LIQ",ARG,PV-FIX,PEM-EL,,H2-LIQ,2729.0,öko
"ARG,PV-FIX,PEM-EL,,H2-RGAS",ARG,PV-FIX,PEM-EL,,H2-RGAS,7008.0,öko
"ARG,PV-FIX,PEM-EL,,PEM-EL",ARG,PV-FIX,PEM-EL,,PEM-EL,2678.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC",ARG,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN",ARG,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN,7047.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL",ARG,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL,2794.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,CH4SYN,ATR",ARG,PV-FIX,PEM-EL,CH4SYN,ATR,7008.0,
"ARG,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ",ARG,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ,7053.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS",ARG,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG,PV-FIX,PEM-EL,CH4SYN,CH4SYN",ARG,PV-FIX,PEM-EL,CH4SYN,CH4SYN,7053.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,CH4SYN,PEM-EL",ARG,PV-FIX,PEM-EL,CH4SYN,PEM-EL,2765.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,DRI,DRI",ARG,PV-FIX,PEM-EL,DRI,DRI,7008.0,öko
"ARG,PV-FIX,PEM-EL,DRI,PEM-EL",ARG,PV-FIX,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN",ARG,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN,7040.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,EFUELSYN,PEM-EL",ARG,PV-FIX,PEM-EL,EFUELSYN,PEM-EL,2775.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON",ARG,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON,2678.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC",ARG,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG,PV-FIX,PEM-EL,LOHC-CON,PEM-EL",ARG,PV-FIX,PEM-EL,LOHC-CON,PEM-EL,2678.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,NH3SYN,NH3-REC",ARG,PV-FIX,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG,PV-FIX,PEM-EL,NH3SYN,NH3SYN",ARG,PV-FIX,PEM-EL,NH3SYN,NH3SYN,6927.0,PTX Atlas
"ARG,PV-FIX,PEM-EL,NH3SYN,PEM-EL",ARG,PV-FIX,PEM-EL,NH3SYN,PEM-EL,2692.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,,H2-COMP",ARG,PV-FIX,SOEC-EL,,H2-COMP,7008.0,
"ARG,PV-FIX,SOEC-EL,,H2-LIQ",ARG,PV-FIX,SOEC-EL,,H2-LIQ,2701.0,öko
"ARG,PV-FIX,SOEC-EL,,H2-RGAS",ARG,PV-FIX,SOEC-EL,,H2-RGAS,7008.0,öko
"ARG,PV-FIX,SOEC-EL,,SOEC-EL",ARG,PV-FIX,SOEC-EL,,SOEC-EL,2643.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC",ARG,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN",ARG,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN,6294.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL",ARG,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL,6294.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,CH4SYN,ATR",ARG,PV-FIX,SOEC-EL,CH4SYN,ATR,7008.0,
"ARG,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ",ARG,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ,6049.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS",ARG,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG,PV-FIX,SOEC-EL,CH4SYN,CH4SYN",ARG,PV-FIX,SOEC-EL,CH4SYN,CH4SYN,6049.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL",ARG,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL,6049.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,DRI,DRI",ARG,PV-FIX,SOEC-EL,DRI,DRI,7008.0,öko
"ARG,PV-FIX,SOEC-EL,DRI,SOEC-EL",ARG,PV-FIX,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN",ARG,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN,6722.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL",ARG,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL,6722.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON",ARG,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON,2643.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC",ARG,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL",ARG,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL,2643.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,NH3SYN,NH3-REC",ARG,PV-FIX,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG,PV-FIX,SOEC-EL,NH3SYN,NH3SYN",ARG,PV-FIX,SOEC-EL,NH3SYN,NH3SYN,4013.0,PTX Atlas
"ARG,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL",ARG,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL,4013.0,PTX Atlas
"ARG,PV-TRK,AEL-EL,,H2-COMP",ARG,PV-TRK,AEL-EL,,H2-COMP,7008.0,
"ARG,PV-TRK,AEL-EL,,H2-RGAS",ARG,PV-TRK,AEL-EL,,H2-RGAS,7008.0,öko
"ARG,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC",ARG,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG,PV-TRK,AEL-EL,CH4SYN,ATR",ARG,PV-TRK,AEL-EL,CH4SYN,ATR,7008.0,
"ARG,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS",ARG,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG,PV-TRK,AEL-EL,DRI,AEL-EL",ARG,PV-TRK,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
